account_id,owner_client_id,owner_disp_id,num_acct_users,owner_birth_date,statement_freq,card_type,card_issue_date,acct_start_date,district_id,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16
2703,3262,3262,1,1941-08-14,POPLATEK MESICNE,,,1997-10-28,61,Trebic,south Moravia,117897,139,28,5,1,6,53.8,8814,4.7,5.74,107,2112.0,2059
2705,3264,3264,1,1950-10-20,POPLATEK PO OBRATU,,,1993-07-05,63,Vyskov,south Moravia,86513,38,36,5,1,5,50.5,8288,3.7,4.52,110,1562.0,1460
2706,3265,3265,2,1963-06-11,POPLATEK MESICNE,,,1996-06-23,47,Pardubice,east Bohemia,162580,83,26,5,1,6,72.8,9538,1.5,1.81,111,6079.0,5410
2707,3267,3267,1,1951-08-26,POPLATEK MESICNE,classic,1996-09-10,1994-11-27,61,Trebic,south Moravia,117897,139,28,5,1,6,53.8,8814,4.7,5.74,107,2112.0,2059
2708,3268,3268,1,1956-03-31,POPLATEK MESICNE,classic,1998-03-23,1996-03-25,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107
2709,3269,3269,1,1974-11-05,POPLATEK MESICNE,,,1996-10-18,2,Benesov,central Bohemia,88884,80,26,6,2,5,46.7,8507,1.6,1.85,132,2159.0,2674
2710,3270,3270,1,1940-01-22,POPLATEK MESICNE,,,1996-06-12,12,Pribram,central Bohemia,107870,84,29,6,1,6,58.0,8754,3.8,4.31,137,3804.0,3868
2711,3271,3271,1,1942-01-03,POPLATEK MESICNE,,,1993-05-19,58,Jihlava,south Moravia,109164,98,16,6,1,4,63.6,8757,3.3,3.95,96,2212.0,2471
2712,3272,3272,2,1920-07-18,POPLATEK MESICNE,,,1993-03-12,9,Nymburk,central Bohemia,81344,61,23,4,2,6,55.3,8899,3.3,3.97,149,2987.0,2487
2713,3274,3274,2,1929-01-22,POPLATEK MESICNE,,,1994-04-03,26,Plzen - mesto,west Bohemia,170449,0,0,0,1,1,100.0,10787,2.6,3.09,131,6041.0,6261
2714,3276,3276,1,1980-03-21,POPLATEK MESICNE,,,1993-01-30,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107
2715,3277,3277,2,1966-03-26,POPLATEK MESICNE,,,1997-10-06,42,Havlickuv Brod,east Bohemia,95907,87,25,5,2,7,59.1,8388,2.4,2.94,87,1658.0,1668
2716,3279,3279,2,1954-08-04,POPLATEK MESICNE,classic,1996-10-25,1996-01-08,66,Zdar nad Sazavou,south Moravia,125832,151,41,2,3,5,48.3,8512,3.5,4.12,102,2247.0,2103
2717,3281,3281,1,1950-12-27,POPLATEK MESICNE,,,1996-07-25,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.7,5.44,100,18782.0,18347
2718,3282,3282,1,1981-09-02,POPLATEK MESICNE,,,1995-02-05,29,Rokycany,west Bohemia,45714,52,10,5,1,6,55.6,8843,2.8,3.6,113,818.0,888
2719,3283,3283,1,1933-11-23,POPLATEK MESICNE,,,1996-02-08,10,Praha - vychod,central Bohemia,92084,55,29,4,3,5,46.7,10124,0.5,0.54,141,3810.0,4316
2720,3284,3284,2,1936-07-02,POPLATEK TYDNE,,,1997-06-16,2,Benesov,central Bohemia,88884,80,26,6,2,5,46.7,8507,1.6,1.85,132,2159.0,2674
2721,3286,3286,2,1972-03-15,POPLATEK MESICNE,,,1997-11-14,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.7,5.44,100,18782.0,18347
2722,3288,3288,1,1926-01-28,POPLATEK MESICNE,,,1997-07-24,69,Jesenik,north Moravia,42821,4,13,5,1,3,48.4,8173,,7.01,124,,1358
2723,3289,3289,1,1977-06-09,POPLATEK MESICNE,,,1995-03-12,75,Prerov,north Moravia,138032,67,30,4,2,5,64.6,8819,5.3,5.66,99,4063.0,4505
2724,3290,3290,1,1969-07-12,POPLATEK MESICNE,,,1996-08-09,11,Praha - zapad,central Bohemia,75637,35,36,9,0,7,36.5,9622,0.4,0.59,154,3475.0,3529
2725,3291,3291,1,1947-01-23,POPLATEK MESICNE,classic,1998-01-09,1997-04-02,52,Usti nad Orlici,east Bohemia,139012,59,41,8,3,10,61.9,8363,2.5,3.49,108,2564.0,2799
2726,3292,3292,1,1940-01-21,POPLATEK MESICNE,gold,1998-02-10,1995-04-20,18,Pisek,south Bohemia,70699,60,13,2,1,4,65.3,8968,2.8,3.35,131,1740.0,1910
2727,3293,3293,1,1953-01-20,POPLATEK MESICNE,,,1995-10-25,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107
2728,3294,3294,1,1957-03-08,POPLATEK TYDNE,,,1997-07-06,52,Usti nad Orlici,east Bohemia,139012,59,41,8,3,10,61.9,8363,2.5,3.49,108,2564.0,2799
2729,3295,3295,1,1966-03-13,POPLATEK MESICNE,,,1995-01-16,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.4,7.07,97,6949.0,6872
2730,3296,3296,1,1969-06-11,POPLATEK MESICNE,,,1996-05-02,23,Cheb,west Bohemia,87419,21,11,4,3,9,85.5,8624,1.7,2.66,102,2879.0,3198
2731,3297,3297,1,1968-04-17,POPLATEK MESICNE,classic,1998-08-16,1995-09-26,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107
2732,3298,3298,1,1942-08-05,POPLATEK MESICNE,,,1993-07-27,5,Kolin,central Bohemia,95616,65,30,4,1,6,51.4,9307,3.8,4.43,118,2616.0,3040
2733,3299,3299,1,1961-09-17,POPLATEK MESICNE,,,1993-12-22,76,Sumperk,north Moravia,127369,31,32,13,2,7,51.2,8369,4.7,5.88,107,3736.0,2807
2734,3300,3300,1,1950-06-29,POPLATEK MESICNE,,,1996-12-16,53,Blansko,south Moravia,107911,88,33,6,2,7,50.9,8240,2.5,3.56,99,1850.0,1903
2736,3302,3302,2,1964-02-17,POPLATEK MESICNE,,,1993-07-02,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672.0,9208
2737,3304,3304,1,1939-08-31,POPLATEK MESICNE,,,1996-07-06,69,Jesenik,north Moravia,42821,4,13,5,1,3,48.4,8173,,7.01,124,,1358
2738,3305,3305,1,1971-10-11,POPLATEK MESICNE,,,1993-11-12,41,Usti nad Labem,north Bohemia,118650,8,8,5,1,3,85.6,9832,3.3,4.48,114,6445.0,5471
2739,3306,3306,1,1948-04-26,POPLATEK MESICNE,,,1993-11-29,59,Kromeriz,south Moravia,108871,41,29,7,2,6,62.1,8444,3.2,3.47,106,2595.0,2305
2740,3307,3307,1,1979-07-01,POPLATEK MESICNE,,,1994-05-08,14,Ceske Budejovice,south Bohemia,177686,69,27,10,1,9,74.8,10045,1.4,1.71,135,6604.0,6295
2741,3308,3308,2,1948-02-16,POPLATEK MESICNE,classic,1998-09-25,1993-06-07,15,Cesky Krumlov,south Bohemia,58796,22,16,7,1,5,51.9,9045,3.1,3.6,124,1845.0,1879
2742,3310,3310,1,1954-02-13,POPLATEK MESICNE,classic,1997-12-17,1994-10-15,23,Cheb,west Bohemia,87419,21,11,4,3,9,85.5,8624,1.7,2.66,102,2879.0,3198
2743,3311,3311,1,1954-08-25,POPLATEK MESICNE,,,1997-05-22,51,Trutnov,east Bohemia,121947,37,28,7,3,11,70.5,8541,2.5,2.97,131,3496.0,3839
2744,3312,3312,1,1971-11-05,POPLATEK TYDNE,,,1997-04-19,70,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.6,7.75,81,9878.0,10108
2745,3313,3313,1,1946-02-10,POPLATEK MESICNE,,,1997-09-28,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.4,4.48,115,1879.0,2252
2746,3314,3314,2,1931-12-18,POPLATEK MESICNE,,,1996-08-23,24,Karlovy Vary,west Bohemia,122603,25,21,6,2,8,80.0,8991,1.3,2.01,128,5198.0,5273
2747,3316,3316,2,1947-12-15,POPLATEK MESICNE,,,1994-08-14,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107
2749,3319,3319,2,1979-04-24,POPLATEK MESICNE,junior,1998-11-23,1994-05-23,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107
2750,3321,3321,1,1969-05-30,POPLATEK MESICNE,,,1995-04-13,13,Rakovnik,central Bohemia,53921,61,22,1,1,2,41.3,8598,2.7,3.26,123,1597.0,1875
2751,3322,3322,1,1948-02-29,POPLATEK MESICNE,,,1995-04-28,31,Tachov,west Bohemia,51313,34,12,3,1,4,59.2,8930,3.5,4.2,108,1328.0,1452
2752,3323,3323,1,1981-02-22,POPLATEK MESICNE,,,1996-05-15,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.7,5.44,100,18782.0,18347
2753,3324,3324,2,1971-04-13,POPLATEK MESICNE,,,1996-02-13,26,Plzen - mesto,west Bohemia,170449,0,0,0,1,1,100.0,10787,2.6,3.09,131,6041.0,6261
2754,3326,3326,1,1952-12-26,POPLATEK TYDNE,,,1996-01-26,57,Hodonin,south Moravia,161954,21,37,20,3,8,48.0,8720,3.7,4.5,116,3729.0,3651
2755,3327,3327,1,1937-07-04,POPLATEK MESICNE,,,1995-01-26,20,Strakonice,south Bohemia,70646,94,14,3,1,4,58.4,8547,2.6,3.64,120,1563.0,1542
2756,3328,3328,1,1966-10-11,POPLATEK MESICNE,,,1997-10-21,24,Karlovy Vary,west Bohemia,122603,25,21,6,2,8,80.0,8991,1.3,2.01,128,5198.0,5273
2757,3329,3329,2,1961-03-20,POPLATEK MESICNE,,,1996-05-14,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721.0,18696
2758,3331,3331,1,1970-02-05,POPLATEK MESICNE,,,1993-05-19,70,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.6,7.75,81,9878.0,10108
2759,3332,3332,1,1969-11-15,POPLATEK MESICNE,,,1996-10-23,46,Nachod,east Bohemia,112709,48,20,7,3,10,73.5,8369,1.7,2.31,117,2854.0,2618
2760,3333,3333,1,1949-07-24,POPLATEK MESICNE,classic,1998-11-02,1997-03-14,10,Praha - vychod,central Bohemia,92084,55,29,4,3,5,46.7,10124,0.5,0.54,141,3810.0,4316
2761,3334,3334,1,1967-07-01,POPLATEK MESICNE,,,1996-12-26,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107
2762,3335,3335,1,1967-02-10,POPLATEK MESICNE,,,1993-03-20,19,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.1,3.98,120,999.0,1099
2763,3336,3336,1,1951-05-30,POPLATEK MESICNE,,,1993-02-11,64,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484.0,4265
2764,3337,3337,1,1952-04-13,POPLATEK MESICNE,classic,1998-07-27,1996-08-15,53,Blansko,south Moravia,107911,88,33,6,2,7,50.9,8240,2.5,3.56,99,1850.0,1903
2765,3338,3338,1,1942-11-29,POPLATEK MESICNE,,,1997-09-20,69,Jesenik,north Moravia,42821,4,13,5,1,3,48.4,8173,,7.01,124,,1358
2766,3339,3339,1,1976-01-29,POPLATEK MESICNE,classic,1998-09-10,1997-02-20,31,Tachov,west Bohemia,51313,34,12,3,1,4,59.2,8930,3.5,4.2,108,1328.0,1452
2767,3340,3340,2,1976-02-16,POPLATEK MESICNE,,,1996-03-23,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721.0,18696
2768,3342,3342,1,1973-09-29,POPLATEK MESICNE,,,1993-12-20,73,Opava,north Moravia,182027,17,49,12,2,7,56.4,8746,3.3,3.74,90,4355.0,4433
2770,3344,3344,1,1961-09-16,POPLATEK MESICNE,,,1993-12-25,42,Havlickuv Brod,east Bohemia,95907,87,25,5,2,7,59.1,8388,2.4,2.94,87,1658.0,1668
2771,3345,3345,2,1941-01-27,POPLATEK MESICNE,,,1993-08-18,37,Litomerice,north Bohemia,114006,71,26,6,2,9,62.3,9065,4.4,5.39,123,4147.0,4166
2772,3347,3347,1,1936-01-19,POPLATEK MESICNE,,,1996-02-24,11,Praha - zapad,central Bohemia,75637,35,36,9,0,7,36.5,9622,0.4,0.59,154,3475.0,3529
2773,3348,3348,1,1978-02-14,POPLATEK MESICNE,junior,1998-12-14,1996-06-23,38,Louny,north Bohemia,85852,41,23,4,2,4,59.8,8965,7.0,8.23,104,2653.0,2822
2774,3349,3349,1,1963-12-21,POPLATEK MESICNE,,,1996-02-05,42,Havlickuv Brod,east Bohemia,95907,87,25,5,2,7,59.1,8388,2.4,2.94,87,1658.0,1668
2775,3350,3350,2,1950-03-19,POPLATEK MESICNE,,,1997-12-08,30,Sokolov,west Bohemia,94812,15,13,8,2,10,81.8,9650,3.3,3.67,100,2985.0,2804
2776,3352,3352,2,1919-09-12,POPLATEK MESICNE,,,1997-08-10,23,Cheb,west Bohemia,87419,21,11,4,3,9,85.5,8624,1.7,2.66,102,2879.0,3198
2777,3354,3354,1,1943-10-28,POPLATEK MESICNE,,,1996-12-25,62,Uherske Hradiste,south Moravia,145688,22,41,13,2,5,40.7,8544,1.2,1.86,109,2719.0,2906
2778,3355,3355,1,1953-01-15,POPLATEK MESICNE,,,1993-12-30,38,Louny,north Bohemia,85852,41,23,4,2,4,59.8,8965,7.0,8.23,104,2653.0,2822
2779,3356,3356,1,1974-04-23,POPLATEK MESICNE,classic,1996-10-31,1993-06-15,73,Opava,north Moravia,182027,17,49,12,2,7,56.4,8746,3.3,3.74,90,4355.0,4433
2780,3357,3357,1,1954-07-21,POPLATEK MESICNE,classic,1998-02-27,1995-12-29,63,Vyskov,south Moravia,86513,38,36,5,1,5,50.5,8288,3.7,4.52,110,1562.0,1460
2781,3358,3358,1,1975-10-07,POPLATEK MESICNE,,,1995-06-20,16,Jindrichuv Hradec,south Bohemia,93931,74,21,10,1,8,56.9,8427,1.1,1.54,107,1874.0,1913
2782,3359,3359,1,1945-02-24,POPLATEK MESICNE,,,1997-02-27,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107
2783,3360,3360,1,1976-08-31,POPLATEK MESICNE,classic,1998-07-25,1995-11-23,43,Hradec Kralove,east Bohemia,161854,73,21,6,1,6,76.3,9425,1.7,2.5,125,4085.0,3891
2784,3361,3361,1,1930-10-02,POPLATEK MESICNE,,,1997-10-30,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.4,7.07,97,6949.0,6872
2787,3365,3365,1,1966-07-30,POPLATEK MESICNE,,,1997-12-07,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107
2788,3366,3366,2,1959-02-12,POPLATEK MESICNE,,,1994-10-12,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721.0,18696
2789,3368,3368,1,1952-10-24,POPLATEK MESICNE,,,1994-01-01,14,Ceske Budejovice,south Bohemia,177686,69,27,10,1,9,74.8,10045,1.4,1.71,135,6604.0,6295
2790,3369,3369,1,1952-04-16,POPLATEK MESICNE,,,1994-10-18,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107
2791,3370,3370,2,1919-03-28,POPLATEK MESICNE,,,1997-12-19,25,Klatovy,west Bohemia,88757,60,33,3,2,10,61.7,8554,2.4,2.68,113,1822.0,2218
2792,3372,3372,1,1970-10-30,POPLATEK MESICNE,,,1996-08-26,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107
2793,3373,3373,2,1952-11-29,POPLATEK MESICNE,,,1993-10-09,47,Pardubice,east Bohemia,162580,83,26,5,1,6,72.8,9538,1.5,1.81,111,6079.0,5410
2794,3375,3375,1,1954-11-06,POPLATEK MESICNE,,,1996-08-08,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.7,5.44,100,18782.0,18347
2795,3376,3376,2,1945-01-19,POPLATEK MESICNE,,,1996-08-20,11,Praha - zapad,central Bohemia,75637,35,36,9,0,7,36.5,9622,0.4,0.59,154,3475.0,3529
2796,3378,3378,2,1957-04-21,POPLATEK TYDNE,gold,1998-08-24,1997-12-08,5,Kolin,central Bohemia,95616,65,30,4,1,6,51.4,9307,3.8,4.43,118,2616.0,3040
2797,3380,3380,1,1978-04-03,POPLATEK MESICNE,,,1997-02-26,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.7,5.44,100,18782.0,18347
2798,3381,3381,1,1965-09-01,POPLATEK MESICNE,,,1994-08-24,70,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.6,7.75,81,9878.0,10108
2799,3382,3382,2,1954-02-28,POPLATEK TYDNE,classic,1997-11-30,1994-04-03,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721.0,18696
2800,3384,3384,1,1942-08-03,POPLATEK MESICNE,classic,1998-10-09,1997-05-08,41,Usti nad Labem,north Bohemia,118650,8,8,5,1,3,85.6,9832,3.3,4.48,114,6445.0,5471
2801,3385,3385,1,1924-02-13,POPLATEK MESICNE,,,1996-09-23,11,Praha - zapad,central Bohemia,75637,35,36,9,0,7,36.5,9622,0.4,0.59,154,3475.0,3529
2802,3386,3386,1,1940-03-08,POPLATEK MESICNE,,,1993-09-16,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107
2803,3387,3387,1,1943-08-14,POPLATEK MESICNE,classic,1997-01-29,1995-12-01,58,Jihlava,south Moravia,109164,98,16,6,1,4,63.6,8757,3.3,3.95,96,2212.0,2471
2804,3388,3388,1,1965-10-26,POPLATEK MESICNE,,,1996-02-22,53,Blansko,south Moravia,107911,88,33,6,2,7,50.9,8240,2.5,3.56,99,1850.0,1903
2805,3389,3389,1,1967-01-16,POPLATEK MESICNE,,,1996-05-20,39,Most,north Bohemia,119895,17,4,3,2,4,89.9,10446,7.3,9.4,90,4947.0,4743
2806,3390,3390,1,1972-11-17,POPLATEK MESICNE,,,1997-06-26,53,Blansko,south Moravia,107911,88,33,6,2,7,50.9,8240,2.5,3.56,99,1850.0,1903
2807,3391,3391,1,1971-04-07,POPLATEK MESICNE,,,1996-10-04,42,Havlickuv Brod,east Bohemia,95907,87,25,5,2,7,59.1,8388,2.4,2.94,87,1658.0,1668
2808,3392,3392,1,1975-10-31,POPLATEK MESICNE,,,1994-12-18,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107
2809,3393,3393,1,1954-08-24,POPLATEK MESICNE,,,1994-12-08,73,Opava,north Moravia,182027,17,49,12,2,7,56.4,8746,3.3,3.74,90,4355.0,4433
2810,3394,3394,1,1980-07-04,POPLATEK MESICNE,,,1995-03-16,66,Zdar nad Sazavou,south Moravia,125832,151,41,2,3,5,48.3,8512,3.5,4.12,102,2247.0,2103
2811,3395,3395,1,1962-12-28,POPLATEK MESICNE,classic,1998-03-22,1996-01-02,4,Kladno,central Bohemia,149893,63,29,6,2,6,67.4,9753,4.6,5.05,109,5244.0,5892
2812,3396,3396,1,1977-03-03,POPLATEK MESICNE,,,1996-07-05,18,Pisek,south Bohemia,70699,60,13,2,1,4,65.3,8968,2.8,3.35,131,1740.0,1910
2813,3397,3397,2,1974-06-08,POPLATEK MESICNE,,,1993-12-15,24,Karlovy Vary,west Bohemia,122603,25,21,6,2,8,80.0,8991,1.3,2.01,128,5198.0,5273
2814,3399,3399,1,1932-02-25,POPLATEK MESICNE,,,1993-04-25,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672.0,9208
2816,3402,3402,2,1952-05-02,POPLATEK MESICNE,,,1997-05-04,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.7,5.44,100,18782.0,18347
2817,3404,3404,1,1940-10-11,POPLATEK MESICNE,classic,1997-12-13,1993-04-07,56,Breclav,south Moravia,124605,11,42,14,1,8,46.0,8772,4.6,4.98,126,2854.0,3158
2818,3405,3405,2,1949-12-15,POPLATEK MESICNE,classic,1997-09-15,1993-07-21,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.4,7.07,97,6949.0,6872
2819,3407,3407,2,1973-04-13,POPLATEK MESICNE,,,1994-07-16,35,Jablonec n. Nisou,north Bohemia,88768,10,18,5,1,7,80.5,8867,1.0,1.21,130,3384.0,3620
2820,3409,3409,1,1919-04-03,POPLATEK MESICNE,,,1997-12-11,36,Liberec,north Bohemia,159617,29,19,8,1,9,85.2,9198,3.3,4.28,131,5796.0,6132
2821,3410,3410,1,1965-02-16,POPLATEK MESICNE,,,1996-07-12,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721.0,18696
2823,3412,3412,2,1975-07-18,POPLATEK MESICNE,,,1993-04-18,57,Hodonin,south Moravia,161954,21,37,20,3,8,48.0,8720,3.7,4.5,116,3729.0,3651
2824,3414,3414,1,1947-10-17,POPLATEK MESICNE,gold,1998-08-20,1993-10-20,11,Praha - zapad,central Bohemia,75637,35,36,9,0,7,36.5,9622,0.4,0.59,154,3475.0,3529
2825,3415,3415,1,1973-09-30,POPLATEK MESICNE,classic,1997-04-23,1996-07-10,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721.0,18696
2826,3416,3416,2,1978-06-01,POPLATEK MESICNE,,,1996-11-20,35,Jablonec n. Nisou,north Bohemia,88768,10,18,5,1,7,80.5,8867,1.0,1.21,130,3384.0,3620
2827,3418,3418,1,1963-08-07,POPLATEK MESICNE,,,1996-12-18,70,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.6,7.75,81,9878.0,10108
2829,3420,3420,1,1979-06-24,POPLATEK MESICNE,,,1997-08-18,66,Zdar nad Sazavou,south Moravia,125832,151,41,2,3,5,48.3,8512,3.5,4.12,102,2247.0,2103
2830,3421,3421,1,1947-03-05,POPLATEK MESICNE,,,1995-08-04,20,Strakonice,south Bohemia,70646,94,14,3,1,4,58.4,8547,2.6,3.64,120,1563.0,1542
2831,3422,3422,1,1951-05-02,POPLATEK MESICNE,,,1997-11-10,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107
2832,3423,3423,1,1971-09-05,POPLATEK MESICNE,,,1997-11-22,12,Pribram,central Bohemia,107870,84,29,6,1,6,58.0,8754,3.8,4.31,137,3804.0,3868
2833,3424,3424,1,1918-11-14,POPLATEK MESICNE,,,1995-08-30,64,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484.0,4265
2834,3425,3425,1,1970-05-07,POPLATEK MESICNE,classic,1997-11-29,1995-10-14,70,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.6,7.75,81,9878.0,10108
2835,3426,3426,1,1978-02-07,POPLATEK MESICNE,,,1995-10-03,73,Opava,north Moravia,182027,17,49,12,2,7,56.4,8746,3.3,3.74,90,4355.0,4433
2836,3427,3427,2,1980-06-16,POPLATEK MESICNE,junior,1996-11-26,1995-11-18,42,Havlickuv Brod,east Bohemia,95907,87,25,5,2,7,59.1,8388,2.4,2.94,87,1658.0,1668
2837,3429,3429,1,1941-10-16,POPLATEK MESICNE,,,1996-06-02,46,Nachod,east Bohemia,112709,48,20,7,3,10,73.5,8369,1.7,2.31,117,2854.0,2618
2838,3430,3430,1,1951-09-25,POPLATEK TYDNE,,,1993-04-13,3,Beroun,central Bohemia,75232,55,26,4,1,5,41.7,8980,1.9,2.21,111,2824.0,2813
2839,3431,3431,1,1979-04-05,POPLATEK MESICNE,,,1995-04-04,70,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.6,7.75,81,9878.0,10108
2840,3432,3432,1,1973-11-08,POPLATEK MESICNE,,,1994-10-09,15,Cesky Krumlov,south Bohemia,58796,22,16,7,1,5,51.9,9045,3.1,3.6,124,1845.0,1879
2841,3433,3433,2,1962-09-07,POPLATEK MESICNE,,,1993-07-27,71,Novy Jicin,north Moravia,161227,5,35,11,4,10,69.7,8678,5.9,5.57,102,4980.0,4595
2842,3435,3435,1,1945-05-27,POPLATEK MESICNE,,,1993-12-29,14,Ceske Budejovice,south Bohemia,177686,69,27,10,1,9,74.8,10045,1.4,1.71,135,6604.0,6295
2843,3436,3436,2,1958-02-18,POPLATEK MESICNE,,,1997-03-29,30,Sokolov,west Bohemia,94812,15,13,8,2,10,81.8,9650,3.3,3.67,100,2985.0,2804
2844,3438,3438,1,1942-01-12,POPLATEK MESICNE,,,1996-01-19,43,Hradec Kralove,east Bohemia,161854,73,21,6,1,6,76.3,9425,1.7,2.5,125,4085.0,3891
2845,3439,3439,1,1967-01-27,POPLATEK MESICNE,classic,1998-10-22,1997-08-21,62,Uherske Hradiste,south Moravia,145688,22,41,13,2,5,40.7,8544,1.2,1.86,109,2719.0,2906
2846,3440,3440,1,1938-02-13,POPLATEK MESICNE,,,1997-09-27,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107
2847,3441,3441,1,1958-02-09,POPLATEK MESICNE,,,1994-05-08,75,Prerov,north Moravia,138032,67,30,4,2,5,64.6,8819,5.3,5.66,99,4063.0,4505
2849,3443,3443,1,1934-12-06,POPLATEK MESICNE,,,1993-09-16,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107
2850,3444,3444,1,1977-04-06,POPLATEK MESICNE,,,1997-11-22,57,Hodonin,south Moravia,161954,21,37,20,3,8,48.0,8720,3.7,4.5,116,3729.0,3651
2851,3445,3445,1,1979-03-26,POPLATEK MESICNE,,,1995-12-02,17,Pelhrimov,south Bohemia,74062,99,15,4,2,7,61.4,8114,2.3,2.62,119,1003.0,1181
2852,3446,3446,1,1957-10-01,POPLATEK MESICNE,,,1996-12-29,70,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.6,7.75,81,9878.0,10108
2853,3447,3447,1,1949-04-21,POPLATEK MESICNE,,,1995-09-08,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721.0,18696
2854,3448,3448,1,1954-12-24,POPLATEK MESICNE,gold,1998-09-10,1997-01-18,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107
2855,3449,3449,1,1928-03-21,POPLATEK MESICNE,,,1995-08-21,27,Plzen - jih,west Bohemia,67298,71,19,10,0,7,43.8,8561,0.6,1.29,110,1029.0,1127
2856,3450,3450,1,1976-09-12,POPLATEK MESICNE,,,1995-03-18,25,Klatovy,west Bohemia,88757,60,33,3,2,10,61.7,8554,2.4,2.68,113,1822.0,2218
2857,3451,3451,2,1974-07-17,POPLATEK MESICNE,,,1997-04-28,19,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.1,3.98,120,999.0,1099
2858,3453,3453,1,1950-08-02,POPLATEK MESICNE,,,1995-08-22,56,Breclav,south Moravia,124605,11,42,14,1,8,46.0,8772,4.6,4.98,126,2854.0,3158
2859,3454,3454,2,1949-10-17,POPLATEK MESICNE,,,1993-10-23,11,Praha - zapad,central Bohemia,75637,35,36,9,0,7,36.5,9622,0.4,0.59,154,3475.0,3529
